,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact,Season
152,2,EDM,,Milan Lucic , Eric Gryba,Oscar Klefbom,5,00:39:38,00:19:38,CGY,2017-12-02,6,5,2378.0,EDM,1.0,5.0,Insurance Goal,2018
153,3,EDM,,Pat Maroon ,,,8,00:41:29,00:01:29,CGY,2017-12-02,7,6,2489.0,EDM,1.0,6.0,Insurance Goal,2018
154,3,CGY,,Sam Bennett , Mark Jankowski,Dougie Hamilton,2,00:45:04,00:05:04,CGY,2017-12-02,8,2,2704.0,EDM,2.0,6.0,Lead Shrink,2018
155,3,CGY,PP,Micheal Ferland , Johnny Gaudreau,T.J. Brodie,11,00:48:13,00:08:13,CGY,2017-12-02,9,3,2893.0,EDM,3.0,6.0,Lead Shrink,2018
156,3,CGY,,Sam Bennett ,,,3,00:51:39,00:11:39,CGY,2017-12-02,10,4,3099.0,EDM,4.0,6.0,Lead Shrink,2018
157,3,CGY,,Johnny Gaudreau , Dougie Hamilton,T.J. Brodie,12,00:52:20,00:12:20,CGY,2017-12-02,11,5,3140.0,EDM,5.0,6.0,Go-Ahead Goal,2018
158,3,EDM,,Ryan Nugent-Hopkins , Milan Lucic,Mike Cammalleri,10,00:58:59,00:18:59,CGY,2017-12-02,12,7,3539.0,EDM,5.0,7.0,Insurance Goal,2018
159,1,CGY,,Troy Brouwer , Curtis Lazar,Mark Giordano,1,00:18:15,00:18:15,CGY,2017-12-04,1,1,1095.0,PHI,1.0,0.0,Go-Ahead Goal,2018
160,1,PHI,,Valtteri Filppula , Jakub Voracek,Andrew MacDonald,7,00:19:16,00:19:16,CGY,2017-12-04,2,1,1156.0,PHI,1.0,1.0,Tie,2018
161,2,PHI,,Scott Laughton , Shayne Gostisbehere,Michael Raffl,3,00:27:31,00:07:31,CGY,2017-12-04,3,2,1651.0,PHI,1.0,2.0,Go-Ahead Goal,2018
162,2,PHI,,Michael Raffl , Jakub Voracek,Valtteri Filppula,3,00:27:56,00:07:56,CGY,2017-12-04,4,3,1676.0,PHI,1.0,3.0,Insurance Goal,2018
163,2,PHI,PP,Wayne Simmonds , Sean Couturier,Jakub Voracek,8,00:28:42,00:08:42,CGY,2017-12-04,5,4,1722.0,PHI,1.0,4.0,Insurance Goal,2018
164,2,CGY,,Sean Monahan , Garnet Hathaway,Sam Bennett,15,00:38:45,00:18:45,CGY,2017-12-04,6,2,2325.0,PHI,2.0,4.0,Lead Shrink,2018
165,3,PHI,,Scott Laughton , Jordan Weal,Taylor Leier,4,00:41:51,00:01:51,CGY,2017-12-04,7,5,2511.0,PHI,2.0,5.0,Insurance Goal,2018
166,1,CGY,PP,Mark Giordano , Sean Monahan,Troy Brouwer,4,00:10:37,00:10:37,TOR,2017-12-06,1,1,637.0,Shootout,0.0,1.0,Go-Ahead Goal,2018
167,2,TOR,,Morgan Rielly ,,,4,00:38:47,00:18:47,TOR,2017-12-06,2,1,2327.0,Shootout,1.0,1.0,Tie,2018
168,1,CGY,,Sean Monahan , Micheal Ferland,Mark Giordano,16,00:06:31,00:06:31,MTL,2017-12-07,1,1,391.0,CGY,0.0,1.0,Go-Ahead Goal,2018
169,1,MTL,,Daniel Carr , Byron Froese,Nicolas Deslauriers,2,00:08:36,00:08:36,MTL,2017-12-07,2,1,516.0,CGY,1.0,1.0,Tie,2018
170,2,MTL,,Phillip Danault , Max Pacioretty,Jeff Petry,5,00:30:10,00:10:10,MTL,2017-12-07,3,2,1810.0,CGY,2.0,1.0,Go-Ahead Goal,2018
171,3,CGY,,Garnet Hathaway , Sam Bennett,Brett Kulak,1,00:47:49,00:07:49,MTL,2017-12-07,4,2,2869.0,CGY,2.0,2.0,Tie,2018
172,OT1,CGY,,Sean Monahan , Johnny Gaudreau,,17,01:01:14,00:01:14,MTL,2017-12-07,5,3,3674.0,CGY,2.0,3.0,Go-Ahead Goal,2018
173,1,VAN,,Jake Virtanen , Michael Del Zotto,,4,00:02:02,00:02:02,CGY,2017-12-09,1,1,122.0,CGY,0.0,1.0,Go-Ahead Goal,2018
174,1,CGY,,Troy Brouwer , Curtis Lazar,,2,00:18:28,00:18:28,CGY,2017-12-09,2,1,1108.0,CGY,1.0,1.0,Tie,2018
175,2,VAN,PP,Brock Boeser , Markus Granlund,Daniel Sedin,15,00:39:05,00:19:05,CGY,2017-12-09,3,2,2345.0,CGY,1.0,2.0,Go-Ahead Goal,2018
176,3,CGY,,Matthew Tkachuk , Garnet Hathaway,Mikael Backlund,5,00:51:34,00:11:34,CGY,2017-12-09,4,2,3094.0,CGY,2.0,2.0,Tie,2018
177,3,CGY,,Sam Bennett , Mark Jankowski,Garnet Hathaway,4,00:58:50,00:18:50,CGY,2017-12-09,5,3,3530.0,CGY,3.0,2.0,Go-Ahead Goal,2018
178,3,CGY,EN,Matthew Tkachuk , Michael Frolik,Travis Hamonic,6,00:59:36,00:19:36,CGY,2017-12-09,6,4,3576.0,CGY,4.0,2.0,Insurance Goal,2018
179,1,MIN,,Matt Cullen , Joel Eriksson Ek,Ryan Suter,2,00:17:24,00:17:24,MIN,2017-12-12,1,1,1044.0,Shootout,1.0,0.0,Go-Ahead Goal,2018
180,2,CGY,,Micheal Ferland , Johnny Gaudreau,Mark Giordano,12,00:38:57,00:18:57,MIN,2017-12-12,2,1,2337.0,Shootout,1.0,1.0,Tie,2018
181,1,CGY,,Michael Frolik ,,,6,00:04:42,00:04:42,CGY,2017-12-14,1,1,282.0,SJS,1.0,0.0,Go-Ahead Goal,2018
182,1,SJS,,Timo Meier , Chris Tierney,Joonas Donskoi,4,00:16:07,00:16:07,CGY,2017-12-14,2,1,967.0,SJS,1.0,1.0,Tie,2018
183,2,SJS,PP,Chris Tierney , Timo Meier,Kevin Labanc,8,00:30:00,00:10:00,CGY,2017-12-14,3,2,1800.0,SJS,1.0,2.0,Go-Ahead Goal,2018
184,3,CGY,,Johnny Gaudreau , Garnet Hathaway,,13,00:47:39,00:07:39,CGY,2017-12-14,4,2,2859.0,SJS,2.0,2.0,Tie,2018
185,3,SJS,,Joonas Donskoi , Joe Thornton,Justin Braun,8,00:57:12,00:17:12,CGY,2017-12-14,5,3,3432.0,SJS,2.0,3.0,Go-Ahead Goal,2018
186,2,NSH,,Ryan Johansen , Viktor Arvidsson,,4,00:31:17,00:11:17,CGY,2017-12-16,1,1,1877.0,NSH,0.0,1.0,Go-Ahead Goal,2018
187,2,NSH,,Kevin Fiala , Kyle Turris,P.K. Subban,8,00:39:22,00:19:22,CGY,2017-12-16,2,2,2362.0,NSH,0.0,2.0,Insurance Goal,2018
188,1,CGY,,Mark Jankowski , Sam Bennett,Garnet Hathaway,6,00:05:45,00:05:45,VAN,2017-12-17,1,1,345.0,CGY,0.0,1.0,Go-Ahead Goal,2018
189,2,CGY,,Mark Giordano , Johnny Gaudreau,Dougie Hamilton,5,00:23:56,00:03:56,VAN,2017-12-17,2,2,1436.0,CGY,0.0,2.0,Insurance Goal,2018
190,2,CGY,,Matthew Tkachuk , Sam Bennett,Mark Jankowski,7,00:35:47,00:15:47,VAN,2017-12-17,3,3,2147.0,CGY,0.0,3.0,Insurance Goal,2018
191,2,CGY,,Mark Giordano , Matt Stajan,Troy Brouwer,6,00:38:47,00:18:47,VAN,2017-12-17,4,4,2327.0,CGY,0.0,4.0,Insurance Goal,2018
192,2,CGY,,Sam Bennett , Travis Hamonic,Mark Jankowski,5,00:39:47,00:19:47,VAN,2017-12-17,5,5,2387.0,CGY,0.0,5.0,Insurance Goal,2018
193,3,VAN,PP,Markus Granlund , Alexander Edler,Henrik Sedin,7,00:46:48,00:06:48,VAN,2017-12-17,6,1,2808.0,CGY,1.0,5.0,Lead Shrink,2018
194,3,CGY,PP,Micheal Ferland , Sam Bennett,Dougie Hamilton,13,00:51:09,00:11:09,VAN,2017-12-17,7,6,3069.0,CGY,1.0,6.0,Insurance Goal,2018
195,1,CGY,,Michael Frolik , Mikael Backlund,,7,00:07:58,00:07:58,CGY,2017-12-20,1,1,478.0,CGY,1.0,0.0,Go-Ahead Goal,2018
196,2,STL,PP,Brayden Schenn , Colton Parayko,Paul Stastny,17,00:21:26,00:01:26,CGY,2017-12-20,2,1,1286.0,CGY,1.0,1.0,Tie,2018
197,3,CGY,,Dougie Hamilton , Sean Monahan,T.J. Brodie,4,00:47:57,00:07:57,CGY,2017-12-20,3,2,2877.0,CGY,2.0,1.0,Go-Ahead Goal,2018
198,1,MTL,,Byron Froese , Jordie Benn,Alex Galchenyuk,1,00:10:45,00:10:45,CGY,2017-12-22,1,1,645.0,MTL,0.0,1.0,Go-Ahead Goal,2018
199,2,MTL,,Nicolas Deslauriers , Byron Froese,Daniel Carr,4,00:28:44,00:08:44,CGY,2017-12-22,2,2,1724.0,MTL,0.0,2.0,Insurance Goal,2018
200,3,MTL,,Brendan Gallagher , Artturi Lehkonen,Tomas Plekanec,14,00:43:10,00:03:10,CGY,2017-12-22,3,3,2590.0,MTL,0.0,3.0,Insurance Goal,2018
201,3,CGY,,Micheal Ferland , Michael Frolik,Sean Monahan,14,00:49:42,00:09:42,CGY,2017-12-22,4,1,2982.0,MTL,1.0,3.0,Lead Shrink,2018
202,3,CGY,PP,Matthew Tkachuk , Mikael Backlund,Johnny Gaudreau,8,00:58:07,00:18:07,CGY,2017-12-22,5,2,3487.0,MTL,2.0,3.0,Go-Ahead Goal,2018
203,1,CGY,,Garnet Hathaway , Sam Bennett,Mark Jankowski,2,00:04:22,00:04:22,SJS,2017-12-28,1,1,262.0,Shootout,0.0,1.0,Go-Ahead Goal,2018
204,1,SJS,PP,Joe Pavelski , Joe Thornton,Kevin Labanc,8,00:07:16,00:07:16,SJS,2017-12-28,2,1,436.0,Shootout,1.0,1.0,Tie,2018
205,1,CGY,PP,Mikael Backlund , Matthew Tkachuk,Mark Giordano,8,00:15:45,00:15:45,SJS,2017-12-28,3,2,945.0,Shootout,1.0,2.0,Go-Ahead Goal,2018
206,3,SJS,,Timo Meier , Brent Burns,Brenden Dillon,6,00:52:00,00:12:00,SJS,2017-12-28,4,2,3120.0,Shootout,2.0,2.0,Tie,2018
207,1,ANA,,Cam Fowler , Ryan Getzlaf,Rickard Rakell,5,00:03:48,00:03:48,ANA,2017-12-29,1,1,228.0,ANA,1.0,0.0,Go-Ahead Goal,2018
208,2,CGY,,Micheal Ferland , Matt Bartkowski,Mike Smith,15,00:31:55,00:11:55,ANA,2017-12-29,2,1,1915.0,ANA,1.0,1.0,Tie,2018
209,3,ANA,PP,Rickard Rakell , Ryan Getzlaf,Jakob Silfverberg,12,00:42:17,00:02:17,ANA,2017-12-29,3,2,2537.0,ANA,2.0,1.0,Go-Ahead Goal,2018
210,1,CGY,PP,Matthew Tkachuk , Sean Monahan,Mark Giordano,9,00:19:58,00:19:58,CGY,2017-12-31,1,1,1198.0,CGY,1.0,0.0,Go-Ahead Goal,2018
211,2,CGY,PP,Matthew Tkachuk , Johnny Gaudreau,Mikael Backlund,10,00:24:42,00:04:42,CGY,2017-12-31,2,2,1482.0,CGY,2.0,0.0,Insurance Goal,2018
212,2,CGY,,Sean Monahan , Johnny Gaudreau,T.J. Brodie,18,00:25:47,00:05:47,CGY,2017-12-31,3,3,1547.0,CGY,3.0,0.0,Insurance Goal,2018
213,2,CHI,,Jordan Oesterle , Brandon Saad,Vinnie Hinostroza,2,00:28:37,00:08:37,CGY,2017-12-31,4,1,1717.0,CGY,3.0,1.0,Lead Shrink,2018
214,2,CHI,,Jonathan Toews , Jordan Oesterle,,10,00:29:33,00:09:33,CGY,2017-12-31,5,2,1773.0,CGY,3.0,2.0,Go-Ahead Goal,2018
215,3,CHI,,Brandon Saad , Jonathan Toews,,12,00:58:14,00:18:14,CGY,2017-12-31,6,3,3494.0,CGY,3.0,3.0,Tie,2018
216,1,CGY,,Mark Giordano , Mikael Backlund,,7,00:00:52,00:00:52,CGY,2017-12-31,7,4,52.0,CGY,4.0,3.0,Go-Ahead Goal,2018
217,1,LAK,,Derek Forbort , Anze Kopitar,Tanner Pearson,1,00:04:47,00:04:47,CGY,2018-01-04,1,1,287.0,CGY,0.0,1.0,Go-Ahead Goal,2018
218,1,LAK,,Tanner Pearson , Dustin Brown,,7,00:19:15,00:19:15,CGY,2018-01-04,2,2,1155.0,CGY,0.0,2.0,Insurance Goal,2018
219,2,CGY,,Micheal Ferland , Johnny Gaudreau,Sean Monahan,16,00:22:34,00:02:34,CGY,2018-01-04,3,1,1354.0,CGY,1.0,2.0,Go-Ahead Goal,2018
220,2,CGY,,Troy Brouwer , Mark Giordano,Matthew Tkachuk,3,00:27:30,00:07:30,CGY,2018-01-04,4,2,1650.0,CGY,2.0,2.0,Tie,2018
221,2,CGY,,Mark Jankowski ,,,7,00:34:07,00:14:07,CGY,2018-01-04,5,3,2047.0,CGY,3.0,2.0,Go-Ahead Goal,2018
222,2,CGY,,Sean Monahan , Johnny Gaudreau,Micheal Ferland,19,00:39:15,00:19:15,CGY,2018-01-04,6,4,2355.0,CGY,4.0,2.0,Insurance Goal,2018
223,3,LAK,,Tanner Pearson , Drew Doughty,Jake Muzzin,8,00:58:29,00:18:29,CGY,2018-01-04,7,3,3509.0,CGY,4.0,3.0,Go-Ahead Goal,2018
224,1,CGY,,Micheal Ferland , Johnny Gaudreau,,17,00:07:51,00:07:51,CGY,2018-01-06,1,1,471.0,CGY,1.0,0.0,Go-Ahead Goal,2018
225,1,CGY,,Mark Giordano , Mikael Backlund,Matthew Tkachuk,8,00:08:35,00:08:35,CGY,2018-01-06,2,2,515.0,CGY,2.0,0.0,Insurance Goal,2018
226,3,ANA,SH,Jakob Silfverberg ,,,11,00:42:56,00:02:56,CGY,2018-01-06,3,1,2576.0,CGY,2.0,1.0,Go-Ahead Goal,2018
227,3,ANA,,Ryan Getzlaf , Hampus Lindholm,Josh Manson,4,00:46:50,00:06:50,CGY,2018-01-06,4,2,2810.0,CGY,2.0,2.0,Tie,2018
228,3,CGY,,Dougie Hamilton , Micheal Ferland,Sean Monahan,5,00:59:44,00:19:44,CGY,2018-01-06,5,3,3584.0,CGY,3.0,2.0,Go-Ahead Goal,2018
229,1,CGY,,Micheal Ferland , Sean Monahan,Johnny Gaudreau,18,00:06:00,00:06:00,MIN,2018-01-09,1,1,360.0,CGY,0.0,1.0,Go-Ahead Goal,2018
230,2,CGY,,Sean Monahan , Micheal Ferland,Johnny Gaudreau,20,00:39:09,00:19:09,MIN,2018-01-09,2,2,2349.0,CGY,0.0,2.0,Insurance Goal,2018
231,3,MIN,,Mikael Granlund , Mikko Koivu,Ryan Suter,12,00:47:16,00:07:16,MIN,2018-01-09,3,1,2836.0,CGY,1.0,2.0,Go-Ahead Goal,2018
232,3,MIN,,Jared Spurgeon , Ryan Suter,Mikael Granlund,5,00:52:13,00:12:13,MIN,2018-01-09,4,2,3133.0,CGY,2.0,2.0,Tie,2018
233,OT1,CGY,,Dougie Hamilton , Johnny Gaudreau,Mark Giordano,6,01:02:39,00:02:39,MIN,2018-01-09,5,3,3759.0,CGY,2.0,3.0,Go-Ahead Goal,2018
234,1,CGY,,Micheal Ferland , Sean Monahan,Johnny Gaudreau,19,00:00:29,00:00:29,TBL,2018-01-11,1,1,29.0,CGY,0.0,1.0,Go-Ahead Goal,2018
235,2,TBL,,Brayden Point , Tyler Johnson,Ondrej Palat,17,00:20:31,00:00:31,TBL,2018-01-11,2,1,1231.0,CGY,1.0,1.0,Tie,2018
236,2,CGY,,Johnny Gaudreau , Micheal Ferland,Dougie Hamilton,14,00:36:48,00:16:48,TBL,2018-01-11,3,2,2208.0,CGY,1.0,2.0,Go-Ahead Goal,2018
237,2,CGY,PP,Sam Bennett , T.J. Brodie,Mark Jankowski,6,00:38:43,00:18:43,TBL,2018-01-11,4,3,2323.0,CGY,1.0,3.0,Insurance Goal,2018
238,3,CGY,,Mark Jankowski , Garnet Hathaway,,8,00:42:19,00:02:19,TBL,2018-01-11,5,4,2539.0,CGY,1.0,4.0,Insurance Goal,2018
239,3,CGY,,Matthew Tkachuk , Troy Brouwer,,11,00:48:34,00:08:34,TBL,2018-01-11,6,5,2914.0,CGY,1.0,5.0,Insurance Goal,2018
240,2,FLA,PP,Evgenii Dadonov , Jonathan Huberdeau,Vincent Trocheck,8,00:20:27,00:00:27,FLA,2018-01-12,1,1,1227.0,CGY,1.0,0.0,Go-Ahead Goal,2018
241,2,CGY,,Sean Monahan , Dougie Hamilton,Mark Giordano,21,00:21:00,00:01:00,FLA,2018-01-12,2,1,1260.0,CGY,1.0,1.0,Tie,2018
242,2,CGY,,Matthew Tkachuk , Travis Hamonic,Mikael Backlund,12,00:30:38,00:10:38,FLA,2018-01-12,3,2,1838.0,CGY,1.0,2.0,Go-Ahead Goal,2018
243,2,CGY,PP,Johnny Gaudreau , Sean Monahan,Mikael Backlund,15,00:36:15,00:16:15,FLA,2018-01-12,4,3,2175.0,CGY,1.0,3.0,Insurance Goal,2018
244,3,FLA,,Evgenii Dadonov ,,,9,00:53:03,00:13:03,FLA,2018-01-12,5,2,3183.0,CGY,2.0,3.0,Go-Ahead Goal,2018
245,3,CGY,EN,Mikael Backlund , Matthew Tkachuk,,9,00:59:14,00:19:14,FLA,2018-01-12,6,4,3554.0,CGY,2.0,4.0,Insurance Goal,2018
246,1,CGY,,Matt Stajan , Curtis Lazar,,1,00:06:01,00:06:01,CAR,2018-01-14,1,1,361.0,CGY,0.0,1.0,Go-Ahead Goal,2018
247,1,CGY,,Dougie Hamilton , Johnny Gaudreau,Micheal Ferland,7,00:18:47,00:18:47,CAR,2018-01-14,2,2,1127.0,CGY,0.0,2.0,Insurance Goal,2018
248,3,CGY,,Dougie Hamilton , Matthew Tkachuk,Johnny Gaudreau,8,00:43:17,00:03:17,CAR,2018-01-14,3,3,2597.0,CGY,0.0,3.0,Insurance Goal,2018
249,3,CGY,PP,Matthew Tkachuk , Troy Brouwer,Mikael Backlund,13,00:52:08,00:12:08,CAR,2018-01-14,4,4,3128.0,CGY,0.0,4.0,Insurance Goal,2018
250,3,CAR,PP,Lee Stempniak , Brock McGinn,Victor Rask,1,00:55:29,00:15:29,CAR,2018-01-14,5,1,3329.0,CGY,1.0,4.0,Lead Shrink,2018
251,1,CGY,,T.J. Brodie , Troy Brouwer,,3,00:08:17,00:08:17,CGY,2018-01-20,1,1,497.0,Shootout,1.0,0.0,Go-Ahead Goal,2018
252,2,WPG,,Mathieu Perreault , Bryan Little,Nikolaj Ehlers,14,00:30:47,00:10:47,CGY,2018-01-20,2,1,1847.0,Shootout,1.0,1.0,Tie,2018
253,1,CGY,PP,Matthew Tkachuk , Johnny Gaudreau,Mark Giordano,14,00:08:00,00:08:00,CGY,2018-01-22,1,1,480.0,BUF,1.0,0.0,Go-Ahead Goal,2018
254,1,BUF,,Scott Wilson ,,,2,00:08:24,00:08:24,CGY,2018-01-22,2,1,504.0,BUF,1.0,1.0,Tie,2018
255,1,BUF,,Jack Eichel , Rasmus Ristolainen,Ryan O'Reilly,19,00:01:30,00:01:30,CGY,2018-01-22,3,2,90.0,BUF,1.0,2.0,Go-Ahead Goal,2018
256,1,CGY,,Sean Monahan , Johnny Gaudreau,Micheal Ferland,22,00:14:03,00:14:03,CGY,2018-01-24,1,1,843.0,LAK,1.0,0.0,Go-Ahead Goal,2018
257,3,LAK,PP,Jake Muzzin , Anze Kopitar,Drew Doughty,5,00:44:09,00:04:09,CGY,2018-01-24,2,1,2649.0,LAK,1.0,1.0,Tie,2018
258,1,LAK,,Tanner Pearson , Drew Doughty,Dustin Brown,10,00:04:33,00:04:33,CGY,2018-01-24,3,2,273.0,LAK,1.0,2.0,Go-Ahead Goal,2018
259,1,CGY,,Matthew Tkachuk , Troy Brouwer,Mikael Backlund,15,00:01:32,00:01:32,EDM,2018-01-25,1,1,92.0,Shootout,0.0,1.0,Go-Ahead Goal,2018
260,1,CGY,,Mark Giordano , Dougie Hamilton,Johnny Gaudreau,9,00:14:21,00:14:21,EDM,2018-01-25,2,2,861.0,Shootout,0.0,2.0,Insurance Goal,2018
261,2,EDM,,Brandon Davidson , Jesse Puljujarvi,Ryan Strome,1,00:33:50,00:13:50,EDM,2018-01-25,3,1,2030.0,Shootout,1.0,2.0,Go-Ahead Goal,2018
262,2,EDM,,Zack Kassian , Leon Draisaitl,Connor McDavid,4,00:34:54,00:14:54,EDM,2018-01-25,4,2,2094.0,Shootout,2.0,2.0,Tie,2018
263,3,EDM,,Brandon Davidson , Ryan Strome,,2,00:45:16,00:05:16,EDM,2018-01-25,5,3,2716.0,Shootout,3.0,2.0,Go-Ahead Goal,2018
264,3,CGY,,Matthew Tkachuk , Mikael Backlund,,16,00:47:50,00:07:50,EDM,2018-01-25,6,3,2870.0,Shootout,3.0,3.0,Tie,2018
265,1,VEG,PP,Reilly Smith , Jon Marchessault,William Karlsson,13,00:16:03,00:16:03,CGY,2018-01-30,1,1,963.0,VEG,0.0,1.0,Go-Ahead Goal,2018
266,2,CGY,,Sam Bennett , Troy Brouwer,,7,00:26:02,00:06:02,CGY,2018-01-30,2,1,1562.0,VEG,1.0,1.0,Tie,2018
267,2,CGY,,Matthew Tkachuk , Dougie Hamilton,Michael Frolik,17,00:38:43,00:18:43,CGY,2018-01-30,3,2,2323.0,VEG,2.0,1.0,Go-Ahead Goal,2018
268,3,VEG,,Erik Haula ,,,18,00:58:14,00:18:14,CGY,2018-01-30,4,2,3494.0,VEG,2.0,2.0,Tie,2018
269,3,VEG,,Jon Marchessault , William Karlsson,Reilly Smith,18,00:58:24,00:18:24,CGY,2018-01-30,5,3,3504.0,VEG,2.0,3.0,Go-Ahead Goal,2018
270,3,VEG,EN,David Perron , Pierre-Edouard Bellemare,Shea Theodore,12,00:59:07,00:19:07,CGY,2018-01-30,6,4,3547.0,VEG,2.0,4.0,Insurance Goal,2018
271,1,CGY,PP,Micheal Ferland , Mikael Backlund,Dougie Hamilton,20,00:07:16,00:07:16,CGY,2018-02-01,1,1,436.0,TBL,1.0,0.0,Go-Ahead Goal,2018
272,1,TBL,,Braydon Coburn , Andrej Sustr,Alex Killorn,1,00:13:34,00:13:34,CGY,2018-02-01,2,1,814.0,TBL,1.0,1.0,Tie,2018
273,2,TBL,PP,Alex Killorn , Yanni Gourde,Brayden Point,6,00:22:04,00:02:04,CGY,2018-02-01,3,2,1324.0,TBL,1.0,2.0,Go-Ahead Goal,2018
274,2,CGY,,Mikael Backlund , Matthew Tkachuk,T.J. Brodie,10,00:23:38,00:03:38,CGY,2018-02-01,4,2,1418.0,TBL,2.0,2.0,Tie,2018
275,2,CGY,,Sean Monahan , Johnny Gaudreau,Dougie Hamilton,23,00:25:25,00:05:25,CGY,2018-02-01,5,3,1525.0,TBL,3.0,2.0,Go-Ahead Goal,2018
276,2,CGY,,Matt Stajan , Garnet Hathaway,T.J. Brodie,2,00:34:27,00:14:27,CGY,2018-02-01,6,4,2067.0,TBL,4.0,2.0,Insurance Goal,2018
277,2,TBL,,Matthew Peca , Alex Killorn,Anton Stralman,2,00:34:49,00:14:49,CGY,2018-02-01,7,3,2089.0,TBL,4.0,3.0,Go-Ahead Goal,2018
278,3,TBL,,Alex Killorn , Yanni Gourde,,7,00:40:12,00:00:12,CGY,2018-02-01,8,4,2412.0,TBL,4.0,4.0,Tie,2018
279,3,TBL,,Cory Conacher , Matthew Peca,Alex Killorn,4,00:45:16,00:05:16,CGY,2018-02-01,9,5,2716.0,TBL,4.0,5.0,Go-Ahead Goal,2018
280,3,TBL,,Steven Stamkos , Chris Kunitz,,19,00:46:22,00:06:22,CGY,2018-02-01,10,6,2782.0,TBL,4.0,6.0,Insurance Goal,2018
281,3,TBL,,Cory Conacher , Ryan Callahan,,5,00:48:26,00:08:26,CGY,2018-02-01,11,7,2906.0,TBL,4.0,7.0,Insurance Goal,2018
282,1,CHI,,Nick Schmaltz , Patrick Kane,,15,00:07:40,00:07:40,CGY,2018-02-03,1,1,460.0,CGY,0.0,1.0,Go-Ahead Goal,2018
283,2,CHI,PP,Vinnie Hinostroza , Patrick Kane,Brent Seabrook,6,00:21:53,00:01:53,CGY,2018-02-03,2,2,1313.0,CGY,0.0,2.0,Insurance Goal,2018
284,2,CGY,,Matt Stajan , Travis Hamonic,T.J. Brodie,3,00:25:56,00:05:56,CGY,2018-02-03,3,1,1556.0,CGY,1.0,2.0,Go-Ahead Goal,2018
285,2,CGY,,Johnny Gaudreau , Micheal Ferland,Mark Giordano,16,00:32:33,00:12:33,CGY,2018-02-03,4,2,1953.0,CGY,2.0,2.0,Tie,2018
286,2,CHI,,Anthony Duclair ,,,11,00:34:13,00:14:13,CGY,2018-02-03,5,3,2053.0,CGY,2.0,3.0,Go-Ahead Goal,2018
287,3,CGY,,Michael Frolik , Mikael Backlund,,8,00:49:50,00:09:50,CGY,2018-02-03,6,3,2990.0,CGY,3.0,3.0,Tie,2018
288,1,CGY,,Sean Monahan , T.J. Brodie,,24,00:00:59,00:00:59,CGY,2018-02-03,7,4,59.0,CGY,4.0,3.0,Go-Ahead Goal,2018
289,1,CHI,PP,Alex DeBrincat , Jordan Oesterle,Jonathan Toews,19,00:03:35,00:03:35,CHI,2018-02-06,1,1,215.0,CGY,1.0,0.0,Go-Ahead Goal,2018
290,2,CGY,,Dougie Hamilton , Sean Monahan,Johnny Gaudreau,9,00:21:10,00:01:10,CHI,2018-02-06,2,1,1270.0,CGY,1.0,1.0,Tie,2018
291,3,CGY,,Johnny Gaudreau , Michael Stone,T.J. Brodie,17,00:56:30,00:16:30,CHI,2018-02-06,3,2,3390.0,CGY,1.0,2.0,Go-Ahead Goal,2018
292,3,CGY,EN,Sean Monahan , Johnny Gaudreau,,25,00:58:09,00:18:09,CHI,2018-02-06,4,3,3489.0,CGY,1.0,3.0,Insurance Goal,2018
293,3,CHI,,Patrick Kane , Artem Anisimov,Nick Schmaltz,21,00:59:53,00:19:53,CHI,2018-02-06,5,2,3593.0,CGY,2.0,3.0,Go-Ahead Goal,2018
294,2,CGY,,Sean Monahan , Dougie Hamilton,Mark Giordano,26,00:24:16,00:04:16,NJD,2018-02-08,1,1,1456.0,CGY,0.0,1.0,Go-Ahead Goal,2018
295,2,NJD,,Taylor Hall , Drew Stafford,,20,00:27:23,00:07:23,NJD,2018-02-08,2,1,1643.0,CGY,1.0,1.0,Tie,2018
296,2,CGY,,Johnny Gaudreau , Micheal Ferland,,18,00:34:33,00:14:33,NJD,2018-02-08,3,2,2073.0,CGY,1.0,2.0,Go-Ahead Goal,2018
297,2,CGY,,Sean Monahan , Johnny Gaudreau,T.J. Brodie,27,00:38:05,00:18:05,NJD,2018-02-08,4,3,2285.0,CGY,1.0,3.0,Insurance Goal,2018
298,3,NJD,PP,Pavel Zacha , Brian Boyle,Taylor Hall,4,00:47:23,00:07:23,NJD,2018-02-08,5,2,2843.0,CGY,2.0,3.0,Go-Ahead Goal,2018
299,1,NYR,PP,Kevin Hayes , Anthony DeAngelo,David Desharnais,12,00:07:53,00:07:53,NYR,2018-02-09,1,1,473.0,NYR,1.0,0.0,Go-Ahead Goal,2018
300,1,CGY,,Brett Kulak , Micheal Ferland,Johnny Gaudreau,1,00:18:15,00:18:15,NYR,2018-02-09,2,1,1095.0,NYR,1.0,1.0,Tie,2018
301,2,NYR,,Michael Grabner , J.T. Miller,Kevin Hayes,22,00:31:52,00:11:52,NYR,2018-02-09,3,2,1912.0,NYR,2.0,1.0,Go-Ahead Goal,2018
302,2,CGY,,Curtis Lazar , Ryan Lomberg,Matt Stajan,1,00:32:37,00:12:37,NYR,2018-02-09,4,2,1957.0,NYR,2.0,2.0,Tie,2018
